2009-05-05,donald trump will be appearing on the view tomorrow morning to discuss celebrity apprentice and his new book think like a champion  be sure to tune in and watch donald trump on late night with david letterman as he presents the top ten list tonight 
2009-05-08,donald trump reads top ten financial tips on late show with david letterman very funny 
2009-05-09,new blog post celebrity apprentice finale and lessons learned along the way 
2009-05-12,my persona will never be that of a wallflower i d rather build walls than cling to them donald j trump 
2009-05-13,miss usa tara conner will not be fired ive always been a believer in second chances says donald trump 
2009-05-14,listen to an interview with donald trump discussing his new book think like a champion 
2009-05-15,enter the think like a champion signed book and keychain contest  strive for wholeness and keep your sense of wonder intact donald j trump 
2009-05-17,when the achiever achieves its not a plateau it s a beginning donald j trump 
2009-05-18,we win in our lives by having a champions view of each moment donald j trump  don t be afraid of being unique its like being afraid of your best self donald j trump 
2009-05-20,always know you could be on the precipice of something great donald j trump  these days we could all use a little of the power of trumpative thinking barnesandnoble com 
2009-05-21,read a great interview with donald trump that appeared in the new york times magazine 
2009-05-22,keep it fast short and direct whatever it is donald j trump 
2009-05-23,dont forget to enter the think like a champion signed book and keychain contest 
2009-05-24,did you know donald trump is on facebook become a fan today 
2009-05-26,your higher self is in direct opposition to your comfort zone donald j trump 
2009-05-27,read an excerpt from think like a champion by donald j trump 
2009-05-29,you have to know when to call it quits and when to keep moving forward donald j trump 
2009-06-04,check out donald trumps new igoogle showcase page 
2009-06-06,if you dont have problems youre pretending or you dont run your own business donald j trump 
2009-06-09,last week to enter the think like a champion signed book and keychain contest 
2009-06-14,today is donald trumps birthday send him your bday wishes here 
2009-06-16,thanks to all for your thoughtful birthday wishes donald trump 
2009-06-18,re fb vanity urls sf chronicle david beckham was one of the first along with britney spears donald trump 
2009-06-21,wishing a happy fathers day to all the dads out there you are a champion today and everyday 
2009-06-23,expand your life every day donald j trump 
2009-06-25,donald trump s commercial free wwe raw does big rating 
2009-06-27,re michael jackson he was a great friend and a spectacular entertainer it s a devastating loss donald j trump 
2009-06-30,watch a powerful and frank interview with donald trump about the economy on greta van susterens on the record 
2009-07-05,heres to a safe and happy independence day for one and all enjoy it donald j trump 
2009-07-13,be aware of things that seem inexplicable because they can be a big step towards innovation donald j trump 
2009-07-15,donald trump backs apprentice randal pinkett for n j lieutenant governor 
2009-07-23,congrats to winners from around the world who entered the think like a champion signed book keychain contest 
2009-07-29,check out a list of donald trumps books for summer reading at the trump university blog 
2009-08-04,browse donald trumps summer reading list for business success at the trump university blog 
2009-08-11,think that s the first step use all your power to utilize and develop that capability donald j trump 
2009-08-14,ivanka is now on twitter you can follow her have a terrific weekend 
2009-08-20,watch donald trumps recent appearance on the late show with david letterman 
2009-08-21,watch the miss universe competition live from the bahamas sunday pm et on nbc 
2009-08-24,reminder the miss universe competition will be live from the bahamas tonight pm est on nbc 
2009-08-30,donald trump bids to buy the oreo double stuf racing league check it out 
2009-09-01,more hysterical dsrl videos featuring donald trump and double trump plus enter golden lick race sweepstakes 
2009-09-15,read donald trumps top ten tips for success 
2009-09-30,a lot of people have imagination but cant execute you have to execute with the imagination donald j trump 
2009-10-05,read what donald trump has to say about daughter ivankas upcoming new book the trump card 
2009-10-14,watch video of ivanka trump sharing business advice with entrepreneurial women on gma 
2009-10-22,hear donald trump discuss big gov spending banks taxes on your world w neil cavuto 
2009-10-28,from donald trump ivanka and jared s wedding was spectacular and they make a beautiful couple i m a very proud father 
2009-11-02,work has begun ahead of schedule to build the greatest golf course in history trump international scotland 
2009-11-17,donald trump partners with tv on new reality series entitled omarosas ultimate merger 
2009-11-27,wishing you and yours a very happy and bountiful thanksgiving 
2009-12-04,trump international tower in chicago ranked th tallest building in world by council on tall buildings urban habitat 
2009-12-24,from donald trump wishing everyone a wonderful holiday a happy healthy prosperous new year let s think like champions in 
2010-01-13,celebrity apprentice returns to nbc sunday pm et pt outstanding list of celebrities season should be the best one yet 
2010-01-16,trump tycoon app for iphone ipod touch its but the advice is priceless 
2010-01-22,from donald trump i saw lady gaga last night and she was fantastic 
2010-01-23,golf channel donald trumps world of golf host a celebrity match tngc la ca mark wahlberg vs kevin dillon 
2010-02-08,superbowl sunday is a great american tradition the colts and saints are already champions but may the best team win 
2010-02-11,donald trump appearing today on cnn international s connect the world as connector of the day submit questions 
2010-02-12,donald trump appeared on the final episode of the jay leno show to deliver a very special message 
2010-02-27,from donald trump i m so proud of my wife melania and the launch of her new jewelry line to debut on qvc on april th at p m 
2010-03-05,from donald trump andrea bocelli mar a lago many say best night of entertainment in long history of palm beach 
2010-03-13,the celebrity apprentice has a two hour premiere this sunday march th at p m on nbc this will be the best season yet see you then 
2010-03-16,the new season of the celebrity apprentice is off to a great start last night it swept the p m hour in every key demographic 
2010-03-18,olympic gold medalist evan lysacek just left my office he is in town and wanted to meet me hes a fanastic guy and a true champion 
2010-03-19,last weeks episode of the celebrity apprentice set the stage for a great new season tune in this sunday on nbc for even more excitement  i am happy to announce that theoriginal apprentice which will offer job opportunities to those in need is coming back 
2010-03-24,the trump hotel collection is currently nominated for conde nast traveler readers choice awards travel leisure and world travel awards 
2010-03-25,the original apprentice is coming back do you have what it takes to be the next apprentice for casting details 
2010-03-30,the nyc casting call for the apprentice is thisthursday april at trump tower for all the information you need go to nbc com casting 
2010-03-31,dont forget the open call at trump tower tomorrow for the apprentice i look forward to seeing you there 
2010-04-02,todays open call drew thousands of eager applicants it was an impressive group i enjoyed meeting them weve got some great candidates 
2010-04-06,then we attended the scottish fashion show that benefits veterans dressed to kilt which i co hosted with sir sean and lady connery  last night melania and i attended the skating with the stars gala at wollman rink in central park it was fantastic stay tuned for part 
2010-04-07,my bestselling book from last april think like a champion is now available in paperback its inspiring entertaining and a great read 
2010-04-08,trump soho opens this friday and it is fantastic check out the trump hotel collection 
2010-04-10,this is a terrific day for downtown new york trump soho is unlike anything else be sure to visit this fantastic hotel soon 
2010-04-13,looking forward to seeing the world champion yankees today on opening day  the premiere of donald j trumps fabulous world of golf is tomorrow night at p m et on golf channel tune in for a great adventure 
2010-04-15,before kids can go places they need a place to go the motto of the police athletic league an organization im very proud to support 
2010-04-17,on sunday jerome bettis the bus from the pittsburgh steelers will play at trump intl golf club palm beach against julius erving dr j 
2010-04-21,melania and i saw american idiot on broadway last night and it was great an amazing theatrical experience  tune in to the marriage ref onthursday night at p m on nbc im on the panel of experts along with gloria estefan adam carolla 
2010-04-22,melania and i will be appearing on the view tomorrow at a m on cbs tune in for some great fun 
2010-04-24,to put on your calendar for may miss usa live from las vegas on may th p m et on nbc ill be there tune in for a great show 
2010-04-26,our thoughts and prayers remain with bret michaels and his family and for his speedy recovery 
2010-04-28,melania and i will be appearing on larry king live tonight p m on cnn be sure to tune in for some great conversation 
2010-04-30,melania will be on qvc tomorrow night at p m et to introduce her beautiful and inspiring melania timepieces fashion jewelry collection 
2010-05-01,be sure to look for my beautiful wife melania trump tonight on qvc at pm et where she will be debuting her fantastic jewelry collection 
2010-05-04,providing backstage commentary at the miss usa pageant will be comedic mother daughter duo joan and melissa rivers a fantastic lineup  also appearing on the miss usa pageant will be country superstar trace adkins and pop rock sensation boys like girls  looking forward to the miss usa pageant sunday may on nbc p m et hosted by curtis stone and natalie morales 
2010-05-06,were all very happy to hear of bret michaels progress and send our best wishes for his full recovery 
2010-05-14,looking forward to the miss usa pageant sunday may on nbc p m et hosted by curtis stone natalie morales live from las vegas 
2010-05-18,congratulations to our new miss usa the beautiful rima fakih rima will represent us well at miss universe and be a wonderful miss usa 
2010-05-20,check out ivankas new facebook page and keep up with whats happening from the celebrity apprentice to jewlery to free tickets and more  put this on your calendar the celebrity apprentice live finale is this sunday at p m on nbc who will be the next celebrity apprentice 
2010-05-21,whos your pick or vote now on ivankas new facebook page  the latest update on bret michaels is that hes making every effort to attend the live finale of celebrity apprentice on sunday so tune in 
2010-05-25,ivanka caught up with bret and holly backstage both bret and holly were champions all the way  congratulations to bret michaels the new celebrity apprentice brets a true champion all of us were happy to see him and to see him win 
2010-05-26,scotland is beautiful i spent several years looking for the right place visiting over sites and this is absolutely the right place  the ratings for the celebrity apprentice were fantastic and everyone had a great time it was a terrific season congrats to everyone 
2010-05-27,the north coast of scotland is spectacular the sea the sand dunes the rolling bluffs we walked the course and it is fantastic 
2010-05-28,the dunes here are amazing and theyre how i learned about geomorphology which is the study of movement landforms weve had a great trip 
2010-05-29,wishing everyone a happy memorial day weekend with a special thought for all the veterans who have done so much for our freedom 
2010-06-03,ill be turning the table on larry king this saturday night ill be interviewing him in honor of the th anniversary of his show 
2010-06-04,checking out the course at tngc westchester and it is fantastic should be a great season 
2010-06-05,be sure to watch the larry king show tomorrow night on cnn p m ill be the host larry the guest 
2010-06-06,tonight i trade places with larry king and interview him on the th anniversary of his show pm on cnn featuring best clips 
2010-06-09,rima fakih our beautiful miss usa rode with me on the gray line ride of fame yesterday  check out gray lines site for the donald trump ride of fame  i am honored to be chosen by gray line for their ny ride of fame campaign today we had the ribbon cutting ceremony in front of trump tower 
2010-06-11,wsj covers ride of fame 
2010-06-15,and trump soho new york is one of the hottest new hotels anywhere  had a fantastic dinner last night at quattro in the trump soho hotel its already one of the hottest new restaurants in the city 
2010-06-17,the ultimate merger  tune in tonight at pm on tv one for the ultimate merger starring the one and only omarosa and twelve brave bachelors 
2010-06-21,tonight be sure to watch melania and ivanka on larry king live for a celebrity relief telethon 
2010-06-22,for more information on tonights two hour telethon to p m 
2010-06-23,great job on the larry king live gulf telethon last night million was raised in hours 
2010-06-25,the eric trump foundation has raised over towards st jude childrens research hospital 
2010-06-28,trading shots with donald trump a great article in the wall street journal 
2010-07-01,work is expected to begin today on my golf course in scotland it will be spectacular 
2010-07-02,wishing everyone a wonderful independence day weekend we have a lot to be thankful for 
2010-07-03,due to popular demand cnn will re broadcast the larry king live show i hosted in june in which i interview larry monday july pm cnn 
2010-07-06,the new edition of the apprentice will be on thursdays this fall at pm et im putting people back to work 
2010-07-15,george steinbrenner was a great friend and a true legend there will never be anyone like him in new york weve lost a truly great man 
2010-07-20,and yet another all of them are spectacular  and heres another  visited some very beautiful golf courses this weekend this is one 
2010-07-21,im proud to accept the hollyrod foundation humanitarian award from holly robinson peete who raised on celebrity apprentice 
2010-07-30,and stay at the fantastic trump international hotel las vegas  im helping the serta counting sheep get back to work enter the contest and win a trip to las vegas  could this be my newest apprentice enter the contest 
2010-07-31,enter the contest stay at trump international hotel las vegas 
2010-08-04,performing live on the miss universe pageant from the mandalay bay resort casino will be telemundo orianthi john legend and the roots  the miss universe pageant will be on august p m on nbc et with bret michaels and natalie morales to co host live from las vegas 
2010-08-09,mark your calenders for august rd 
2010-08-12,erics sept th event will be held at trump national golf club westchester 
2010-08-13,so dont forget to enter the serta counting sheep for hire contest www youtube com user mattressserta  that trip would be to the trump international hotel las vegas  friday is the last day to enter the counting sheep for hire contest click here www youtube com user mattressserta and you could win a trip  check out the last webisode www youtube com user mattressserta in our part series featuring me with serta which one was your favorite  check out the last webisode in our part series featuring me with serta which one was your favorite www youtube com user mattressserta 
2010-08-20,four more days until the miss universe pageant be sure to tune in on monday night at p m on nbc it will be an amazing show  the original apprentice returns with a two hour premiere on thursday september th looking forward to a fantastic season 
2010-08-23,its going to get hotter in las vegas tonight watch the miss universe pageant tonight on nbc at p m im looking forward to being there 
2010-08-24,congratulations to miss mexico jimena navarrete our new miss universe and congratulations to everyone for a fantastic show 
2010-08-27,the miss universe pageant raked in some great ratings a great job by everyone 
2010-08-31,spent a beautiful weekend golfing at trump national golf club westchester and trump national golf club bedminster 
2010-09-01,went to the yankees game last night with bill oreilly we had a great time watching the yankees win 
2010-09-02,ill be on the late show with david letterman tonight be sure to tune in for a great show pm on cbs 
2010-09-03,check out trump international hotel tower new york spectacular  check out sertas counting sheep and me at the trump international hotel new york 
2010-09-08,theres a lot going on at the eric trump foundation  i was invited by caroline wozniacki to sit with her family in her special box during her match at the u s open yesterday shes fantastic 
2010-09-10,coming up soon the two hour premiere of the apprentice next thursday september th at pm on nbc 
2010-09-15,eric did a great job with his eric trump foundation annual charity outing im proud of him  i am very happy to have the civilian version of the apprentice back on the air this fall there will be excitement as well as opportunity 
2010-09-17,dont forget to tune in tonight for the two hour premiere of the apprentice pm est on nbc were all in for a fantastic new season 
2010-09-18,be sure to tune in for melanias second qvc show for melania timepieces jewelry tonight live from pm on qvc 
2010-09-24,dont forget to tune in tonight at p m on nbc for another action packed episode of the apprentice 
2010-09-25,see the new sizzle reel for the apprentice 
2010-10-01,tune in tonight at pm on nbc for another exciting episode of the apprentice and see the dog whisperer make an appearance 
2010-10-02,read ivankas blog about last nights apprentice on entertainment weekly 
2010-10-06,im honored to be presented the award of doctor of business administration honoris causa from robert gordon university in aberdeen scotland 
2010-10-07,scotland is beautiful and trump internatonal golf links scotland is progressing beautifully as well  dont forget to tune in tonight for another exciting episode of the apprentice p m on nbc 
2010-10-14,be sure to watch the apprentice tonight p m on nbc its an episode you wont forget 
2010-10-15,an hr solutions company polled employed adults to find out who would make ideal bosses 
2010-10-22,dont forget to tune in tonight to see another unpredictable and exciting episode of the apprentice pm on nbc 
2010-10-27,be prepared for a sensational episode of the apprentice tomorrow night pm on nbc 
2010-10-29,i was on the view this morning we talked about the apprentice tonights episode is a great one tough exciting and surprising pm nbc 
2010-11-04,ill be discussing a variety of topics tonight with greta van susteren p m on fox news it will be the first of a two part series 
2010-11-05,tonights episode of the apprentice is one you wont want to miss be sure to tune in p m on nbc 
2010-11-12,tonights episode of the apprentice has a big surprise at the top of the show dont miss it p m on nbc 
2010-11-16,my interview last week with greta van susteren is available here in slightly abridged form good info to know about 
2010-11-19,cnbc titans donald trump will be shown friday nov th at pm and am sunday at pm and at pm  were getting down to the wire on the apprentice tune in tonight for some great action p m on nbc 
2010-11-23,staff sgt salvatore a giunta received the medal of honor from pres obama this month it was a great honor to have him visit me today 
2010-11-25,my best wishes to everyone for a happy thanksgiving  tomorrow nights episode of the apprentice delivers excitement at qvc along with appearances by isaac mizrahi and cathie black pm on nbc  watch cnn tomorrow at pm pm and on friday at pm pm for a thanksgiving special hosted by john king ill be a featured guest 
2010-11-30,congratulations to evan lysacek for being nominated si sportsman of the year hes a great guy and he has my vote 
2010-12-03,tonights episode of the apprentice is one of the best ever were down to the final and its high excitement all the way pm on nbc 
2010-12-10,congratulations to brandy as our new apprentice and to clint for being a great player its been a terrific season  tonight is the apprentice finale and its a fantastic episode in every way with the great liza minnelli performing and a new apprentice 
2010-12-14,trump international hotel las vegas and trump international hotel tower waikiki beach walk  those five hotels includetrump international hotel tower new york trump soho new york trump international hotel tower chicago  all the hotels currently open in the trump hotel collection have been nominated for travel leisures worlds best awards 
2010-12-15,ill be appearing on larry king live for his final show thursday night at p m cnn larrys been on tv for years 
2010-12-16,dont forget to watch larry king tonight cnn at pm hes a television legend and a great friend its going to be a fantastic farewell 
2010-12-24,wishing everyone a very happy holiday season 
2010-12-31,wishing everyone a happy healthy and prosperous new year 
2011-01-13,this afternoon ill be speaking with neil cavuto on your world with neil cavuto p m on fox news  watch me on late night with jimmy fallon tomorrow night at a m on nbc ill be making a big announcement 
2011-01-14,dont forget to watch me tonight on late night with jimmy fallon a m on nbc ill be making a big announcement 
2011-01-22,dont miss my fabulous world of golf now in its second season on golf channel beginning january at pm et celebrity matches and more  busy doing phoners this week with neil cavuto wolf blitzer fox friends and larry kudlow check out 
2011-01-28,when they have no environmental restrictions america s workers need us  the people at shouldtrumprun com have got it right how are our factories supposed to compete with china and other countries 
2011-01-31,dont miss my fabulous world of golf now in its second season on golf channel beginning tonight at pm et  watch melania on qvc this morning from a m to a m with her third line of her melania timepieces jewelry collection 
2011-02-07,be sure to watch oprah today pm on channel ill be on with my entire family and it will be an entertaining hour 
2011-02-11,watch my speech at cpac in washington dc yesterday  it was great to appear on piers morgan tonight last night as his first live guest piers won the celebrity apprentice and hes fantastic 
2011-02-15,foxnewsinsider with comments on my speech at cpac in washington dc  i was on cnn yesterday 
2011-02-16,check out shouldtrumprun 
2011-02-17,the westminster dog show asked if id be interested in meeting hickory a scottish deerhound who won best in show she came to visit today  from the desk of donald trump two new videos up at and 
2011-02-18,watch the latest from the desk of donald trump at and read this article  i was speaking with don imus this morning 
2011-02-19,check out my interview from msnbc at 
2011-02-23,check out todays from the desk of donald trump at im willing to answer your questions tweet me 
2011-02-24,i answered your questions in todays video watch at 
2011-03-01,check out todays video blog i want to answer more of your questions tweet me  also coming up the celebrity apprentice returns sunday night march at pm est  coming up in march the comedy central roast of donald trump march mark your calendars 
2011-03-02,i answered some of your questions in todays video 
