                PRELIMINARY PRICES AS OF 07/31/17 03:45 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
AUG17      ----      ----      ----      ----      ----    UNCH                 -.0050
SEP17      ----      ----      ----      ----      ----    UNCH                  .0125
OCT17      ----      ----      ----      ----      ----    UNCH                  .0175
NOV17      ----      ----      ----      ----      ----    UNCH                  .0225
DEC17      ----      ----      ----      ----      ----    UNCH                  .0250
JAN18      ----      ----      ----      ----      ----    UNCH                 -.0025
FEB18      ----      ----      ----      ----      ----    UNCH                 -.0125
MAR18      ----      ----      ----      ----      ----    UNCH                 -.0150
APR18      ----      ----      ----      ----      ----    UNCH                 -.0075
MAY18      ----      ----      ----      ----      ----    UNCH                 -.0025
JUN18      ----      ----      ----      ----      ----    UNCH                  .0075
SEP18      ----      ----      ----      ----      ----    UNCH                  .0150
2CE Chicago Ethanol (Platts) Calendar Spread Option -
AUG17      ----      ----      ----      ----      ----    UNCH                  .0075
SEP17      ----      ----      ----      ----      ----    UNCH                  .0300
OCT17      ----      ----      ----      ----      ----    UNCH                  .0400
NOV17      ----      ----      ----      ----      ----    UNCH                  .0475
DEC17      ----      ----      ----      ----      ----    UNCH                  .0225
JAN18      ----      ----      ----      ----      ----    UNCH                 -.0150
FEB18      ----      ----      ----      ----      ----    UNCH                 -.0275
MAR18      ----      ----      ----      ----      ----    UNCH                 -.0225
APR18      ----      ----      ----      ----      ----    UNCH                 -.0100
MAY18      ----      ----      ----      ----      ----    UNCH                  .0050
2RB RBOB TAM SYNTHETIC LONDON FUTURE
AUG17      ----      ----      ----      ----    1.6934  +.0309                 1.6625
SEP17      ----      ----      ----      ----    1.6587  +.0244                 1.6343
OCT17      ----      ----      ----      ----    1.5418  +.0206                 1.5212
3A WTI OIL CS12SYNTHT
SEP17      ----      ----      ----      ----      -.34    -.03                   -.31
OCT17      ----      ----      ----      ----      -.25    -.05                   -.20
NOV17      ----      ----      ----      ----      -.15    -.06                   -.09
DEC17      ----      ----      ----      ----      -.09    -.04                   -.05
JAN18      ----      ----      ----      ----      -.01    -.03                    .02
FEB18      ----      ----      ----      ----       .01    -.02                    .03
MAR18      ----      ----      ----      ----       .02    -.02                    .04
APR18      ----      ----      ----      ----      -.01    -.02                    .01
MAY18      ----      ----      ----      ----      -.05    -.02                   -.03
JUN18      ----      ----      ----      ----      -.11    -.02                   -.09
JLY18      ----      ----      ----      ----      -.15    -.02                   -.13
AUG18      ----      ----      ----      ----      -.19    -.01                   -.18
SEP18      ----      ----      ----      ----      -.24    UNCH                   -.24
DEC18      ----      ----      ----      ----      -.41    +.02                   -.43
DEC19      ----      ----      ----      ----      -.80    +.07                   -.87
DEC20      ----      ----      ----      ----     -1.12    +.03                  -1.15
3CE Chicago Ethanol (Platts) Calendar Spread Option -
AUG17      ----      ----      ----      ----      ----    UNCH                  .0250
SEP17      ----      ----      ----      ----      ----    UNCH                  .0525
OCT17      ----      ----      ----      ----      ----    UNCH                  .0650
NOV17      ----      ----      ----      ----      ----    UNCH                  .0450
DEC17      ----      ----      ----      ----      ----    UNCH                  .0100
JAN18      ----      ----      ----      ----      ----    UNCH                 -.0300
FEB18      ----      ----      ----      ----      ----    UNCH                 -.0350
MAR18      ----      ----      ----      ----      ----    UNCH                 -.0250
APR18      ----      ----      ----      ----      ----    UNCH                 -.0025
4A WTI OIL CS6 SYNTHT
DEC17      ----      ----      ----      ----      -.10    -.02                   -.08
JUN18      ----      ----      ----      ----       .01    -.02                    .03
DEC18      ----      ----      ----      ----      -.12    UNCH                   -.12
JUN19      ----      ----      ----      ----      -.29    +.02                   -.31
DEC19      ----      ----      ----      ----      -.32    +.03                   -.35
JUN20      ----      ----      ----      ----      -.48    +.04                   -.52
DEC20      ----      ----      ----      ----      -.54    +.01                   -.55
JUN21      ----      ----      ----      ----      -.58    +.02                   -.60
DEC21      ----      ----      ----      ----      -.56    -.01                   -.55
JUN22      ----      ----      ----      ----      -.64    -.01                   -.63
DEC22      ----      ----      ----      ----      -.50    -.01                   -.49
JUN23      ----      ----      ----      ----      -.55    -.02                   -.53
4RB RBOB 3:15 2 MINUTE TAM SYNTHETIC LONDON FUTURE
SEP17      ----      ----      ----      ----    1.6740    ----                   ----
5A WTI OIL CS3 SYNTHT
SEP17      ----      ----      ----      ----      -.29    UNCH                   -.29
6A WTI OIL CS2 SYNTHT
SEP17      ----      ----      ----      ----      -.20    +.02                   -.22
OCT17      ----      ----      ----      ----      -.20    -.01                   -.19
6CE Chicago Ethanol (Platts) Calendar Spread Option -
AUG17      ----      ----      ----      ----      ----    UNCH                  .0700
SEP17      ----      ----      ----      ----      ----    UNCH                  .0625
OCT17      ----      ----      ----      ----      ----    UNCH                  .0350
NOV17      ----      ----      ----      ----      ----    UNCH                  .0100
DEC17      ----      ----      ----      ----      ----    UNCH                 -.0150
JAN18      ----      ----      ----      ----      ----    UNCH                 -.0325
FEB18      ----      ----      ----      ----      ----    UNCH                 -.0300
6T In Delivery Month European Union Allowance (EUA) F
SEP17      ----      ----      ----      ----    5.2200  +.0500                 5.1700
DEC17      ----      ----      ----      ----    5.2300  +.0500                 5.1800                    6900
DEC18      ----      ----      ----      ----    5.2700  +.0400                 5.2300                    3698
DEC19      ----      ----      ----      ----    5.3400  +.0400                 5.3000
DEC20      ----      ----      ----      ----    5.4200  +.0400                 5.3800
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                    10598
A2 WTI OIL CS1 SYNTHT
SEP17      ----      ----      ----      ----      -.09    +.01                   -.10
OCT17      ----      ----      ----      ----      -.11    +.01                   -.12
NOV17      ----      ----      ----      ----      -.09    -.02                   -.07
DEC17      ----      ----      ----      ----      -.07    -.01                   -.06
JAN18      ----      ----      ----      ----      -.03    -.01                   -.02
FEB18      ----      ----      ----      ----      -.02    UNCH                   -.02
MAR18      ----      ----      ----      ----       .00    UNCH                    .00
APR18      ----      ----      ----      ----       .01    UNCH                    .01
MAY18      ----      ----      ----      ----       .01    UNCH                    .01
JUN18      ----      ----      ----      ----       .03    UNCH                    .03
JLY18      ----      ----      ----      ----       .01    -.01                    .02
AUG18      ----      ----      ----      ----       .01    UNCH                    .01
SEP18      ----      ----      ----      ----       .00    -.01                    .01
OCT18      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV18      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC18      ----      ----      ----      ----       .01    UNCH                    .01
JAN19      ----      ----      ----      ----      -.01    UNCH                   -.01
FEB19      ----      ----      ----      ----      -.01    UNCH                   -.01
MAR19      ----      ----      ----      ----      -.03    UNCH                   -.03
