W Wheat Futures
SEP18     533'4     551'6     532'6     545'0     546'4   +16'0       67887      530'4       94998      184251
DEC18     553'2     571'2     552'4     564'6     566'4   +16'4       42010      550'0       61294      167918
MAR19     569'4     586'2     568'2     580'0     581'6   +15'6        9048      566'0       13984       60675
MAY19     575'4     591'6B    574'4     585'2     587'4   +15'2        2728      572'2        4978       14942
JLY19     573'6     592'0     573'6     585'6     587'4   +14'0        5437      573'4        5664       36727
SEP19     587'0     598'4B    582'4A    592'2A    593'6   +13'4        1165      580'2         386        5213
DEC19     597'4     609'2     593'0A    602'6A    604'4   +13'6        1307      590'6         409        8202
MAR20     607'0     614'4B    604'6A    608'4A    609'6   +12'4         312      597'2          35        1760
MAY20     614'0     614'0     614'0     614'0     611'6   +12'2          13      599'4           7          13
JLY20     603'6     615'0     602'6     608'4B    609'6    +8'6         296      601'0          21         836
SEP20     615'0     615'0     615'0     615'0     611'6    +8'6           2      603'0                       5
DEC20      ----      ----      ----      ----     622'0    +9'6                  612'2                      10
MAR21      ----      ----      ----      ----     623'0    +9'6                  613'2           2           1
MAY21      ----      ----      ----      ----     623'0    +9'6                  613'2
JLY21     621'0     621'0     621'0     621'0     623'4   +10'2           2      613'2

WDF DEC18 Short-Dated New Crop Wheat Option CALL
3750       ----      ----      ----      ----     212'4   +14'0                  198'4
3800       ----      ----      ----      ----     207'4   +14'0                  193'4
3850       ----      ----      ----      ----     202'4   +14'0                  188'4
3900       ----      ----      ----      ----     197'4   +14'0                  183'4
3950       ----      ----      ----      ----     192'4   +14'0                  178'4
4000       ----      ----      ----      ----     187'4   +14'0                  173'4
4050       ----      ----      ----      ----     182'4   +14'0                  168'4
4100       ----      ----      ----      ----     177'4   +14'0                  163'4
4150       ----      ----      ----      ----     172'4   +14'0                  158'4
4200       ----      ----      ----      ----     167'4   +14'0                  153'4
4250       ----      ----      ----      ----     162'4   +14'0                  148'4
4300       ----      ----      ----      ----     157'4   +14'0                  143'4
4350       ----      ----      ----      ----     152'4   +14'0                  138'4
4400       ----      ----      ----      ----     147'4   +13'7                  133'5
4450       ----      ----      ----      ----     142'5   +13'7                  128'6
4500       ----      ----      ----      ----     137'5   +13'5                  124'0
4550       ----      ----      ----      ----     132'6   +13'4                  119'2
4600       ----      ----      ----      ----     128'0   +13'4                  114'4
4650       ----      ----      ----      ----     123'2   +13'3                  109'7
4700       ----      ----      ----      ----     118'4   +13'1                  105'3
4750       ----      ----      ----      ----     113'7   +12'7                  101'0
4800       ----      ----      ----      ----     109'3   +12'6                   96'5
4850       ----      ----      ----      ----     104'7   +12'5                   92'2
4900       ----      ----      ----      ----     100'4   +12'3                   88'1
4950       ----      ----      ----      ----      96'1   +12'1                   84'0
5000       ----      ----      ----      ----      91'7   +11'7                   80'0
5050       ----      ----      ----      ----      87'6   +11'5                   76'1
5100       ----      ----      ----      ----      83'6   +11'3                   72'3
5150       ----      ----      ----      ----      79'7   +11'1                   68'6
5200       ----      ----      ----      ----      76'0   +10'7                   65'1
5250       ----      ----      ----      ----      72'2   +10'4                   61'6
5300       ----      ----      ----      ----      68'6   +10'2                   58'4
5350       ----      ----      ----      ----      65'2    +9'7                   55'3
5400       ----      ----      ----      ----      61'7    +9'5                   52'2
5450       ----      ----      ----      ----      58'5    +9'2                   49'3
5500       ----      ----      ----      ----      55'4    +8'7                   46'5
5550       ----      ----      ----      ----      52'5    +8'5                   44'0
5600       ----      ----      ----      ----      49'6    +8'2                   41'4
5650       ----      ----      ----      ----      47'0    +7'7                   39'1
5700       ----      ----      ----      ----      44'4    +7'5                   36'7
5750       ----      ----      ----      ----      42'0    +7'2                   34'6
5800       ----      ----      ----      ----      39'6    +7'0                   32'6
5850       ----      ----      ----      ----      37'4    +6'5                   30'7
5900       ----      ----      ----      ----      35'3    +6'3                   29'0
5950       ----      ----      ----      ----      33'4    +6'1                   27'3
6000       ----      ----      ----      ----      31'5    +5'7                   25'6                       5
6050       ----      ----      ----      ----      29'7    +5'5                   24'2
6100       ----      ----      ----      ----      28'1    +5'2                   22'7
6150       ----      ----      ----      ----      26'5    +5'1                   21'4
6200       ----      ----      ----      ----      25'1    +4'7                   20'2
6250       ----      ----      ----      ----      23'5    +4'5                   19'0
6300       ----      ----      ----      ----      22'3    +4'3                   18'0
6350       ----      ----      ----      ----      21'1    +4'2                   16'7
6400       ----      ----      ----      ----      19'7    +4'0                   15'7
6450       ----      ----      ----      ----      18'6    +3'6                   15'0
6500       ----      ----      ----      ----      17'6    +3'5                   14'1
6550       ----      ----      ----      ----      16'6    +3'3                   13'3
6600       ----      ----      ----      ----      15'6    +3'1                   12'5
6650       ----      ----      ----      ----      14'7    +3'0                   11'7
6700       ----      ----      ----      ----      14'1    +2'7                   11'2
6750       ----      ----      ----      ----      13'3    +2'6                   10'5
6800       ----      ----      ----      ----      12'5    +2'5                   10'0
6850       ----      ----      ----      ----      11'7    +2'3                    9'4
6900       ----      ----      ----      ----      11'2    +2'3                    8'7
6950       ----      ----      ----      ----      10'5    +2'2                    8'3
7000       ----      ----      ----      ----      10'1    +2'1                    8'0
7050       ----      ----      ----      ----       9'4    +2'0                    7'4
7100       ----      ----      ----      ----       9'0    +1'7                    7'1
7150       ----      ----      ----      ----       8'4    +1'7                    6'5
7200       ----      ----      ----      ----       8'0    +1'6                    6'2
7250       ----      ----      ----      ----       7'4    +1'5                    5'7
7300       ----      ----      ----      ----       7'1    +1'4                    5'5
7350       ----      ----      ----      ----       6'5    +1'3                    5'2
7400       ----      ----      ----      ----       6'2    +1'2                    5'0
7450       ----      ----      ----      ----       5'7    +1'2                    4'5
7500       ----      ----      ----      ----       5'4    +1'1                    4'3
7550       ----      ----      ----      ----       5'2    +1'1                    4'1
WDF MAR19 Short-Dated New Crop Wheat Option CALL
3750       ----      ----      ----      ----     212'4   +14'0                  198'4
3800       ----      ----      ----      ----     207'4   +14'0                  193'4
3850       ----      ----      ----      ----     202'4   +14'0                  188'4
3900       ----      ----      ----      ----     197'4   +14'0                  183'4
3950       ----      ----      ----      ----     192'4   +14'0                  178'4
4000       ----      ----      ----      ----     187'4   +14'0                  173'4
4050       ----      ----      ----      ----     182'4   +14'0                  168'4
4100       ----      ----      ----      ----     177'4   +14'0                  163'4
4150       ----      ----      ----      ----     172'4   +14'0                  158'4
4200       ----      ----      ----      ----     167'4   +14'0                  153'4
4250       ----      ----      ----      ----     162'4   +14'0                  148'4
4300       ----      ----      ----      ----     157'4   +14'0                  143'4
4350       ----      ----      ----      ----     152'4   +13'7                  138'5
4400       ----      ----      ----      ----     147'4   +13'7                  133'5
4450       ----      ----      ----      ----     142'4   +13'5                  128'7
4500       ----      ----      ----      ----     137'5   +13'4                  124'1
4550       ----      ----      ----      ----     132'5   +13'2                  119'3
4600       ----      ----      ----      ----     127'7   +13'1                  114'6
4650       ----      ----      ----      ----     123'1   +12'7                  110'2
4700       ----      ----      ----      ----     118'3   +12'5                  105'6
4750       ----      ----      ----      ----     113'6   +12'3                  101'3
4800       ----      ----      ----      ----     109'1   +12'0                   97'1
4850       ----      ----      ----      ----     104'5   +11'6                   92'7
4900       ----      ----      ----      ----     100'2   +11'4                   88'6
4950       ----      ----      ----      ----      95'7   +11'1                   84'6
5000       ----      ----      ----      ----      91'5   +10'6                   80'7
5050       ----      ----      ----      ----      87'4   +10'3                   77'1
5100       ----      ----      ----      ----      83'4   +10'0                   73'4
5150       ----      ----      ----      ----      79'4    +9'5                   69'7
5200       ----      ----      ----      ----      75'6    +9'2                   66'4
5250       ----      ----      ----      ----      72'0    +8'6                   63'2
5300       ----      ----      ----      ----      68'3    +8'3                   60'0
5350       ----      ----      ----      ----      64'7    +7'7                   57'0
5400       ----      ----      ----      ----      61'4    +7'4                   54'0
5450       ----      ----      ----      ----      58'2    +7'0                   51'2
5500       ----      ----      ----      ----      55'1    +6'4                   48'5
5550       ----      ----      ----      ----      52'0    +6'0                   46'0
5600       ----      ----      ----      ----      49'1    +5'4                   43'5
5650       ----      ----      ----      ----      46'2    +5'0                   41'2
5700       ----      ----      ----      ----      43'5    +4'4                   39'1
5750       ----      ----      ----      ----      41'0    +4'0                   37'0
5800       ----      ----      ----      ----      38'4    +3'4                   35'0
5850       ----      ----      ----      ----      36'1    +3'0                   33'1
5900       ----      ----      ----      ----      34'0    +2'5                   31'3
5950       ----      ----      ----      ----      31'7    +2'2                   29'5
6000       ----      ----      ----      ----      30'0    +2'0                   28'0                       5
6050       ----      ----      ----      ----      28'2    +1'6                   26'4
6100       ----      ----      ----      ----      26'5    +1'5                   25'0
6150       ----      ----      ----      ----      25'2    +1'5                   23'5
6200       ----      ----      ----      ----      23'7    +1'4                   22'3
6250       ----      ----      ----      ----      22'5    +1'4                   21'1
6300       ----      ----      ----      ----      21'3    +1'4                   19'7
