W Wheat Futures
SEP18     532'4     547'6     531'0     542'0     542'2   +10'0       44219      532'2       70666       75624
DEC18     552'2     567'4     550'4     562'0     562'0   +10'2       57285      551'6       86499      201759
MAR19     573'2     589'6B    573'0     584'4     584'6   +10'4       19702      574'2       20858      112000
MAY19     584'2     599'6     582'6     596'2     596'0   +11'6       10207      584'2        3142       24140
JLY19     578'6     594'2     578'0     588'2     588'4    +9'6        5415      578'6        4501       45366
SEP19     585'0     600'2     584'4     595'0     595'4   +10'2        1350      585'2        1578        8887
DEC19     594'4     610'0     594'4     605'0     605'4   +10'2        1167      595'2         878       14802
MAR20     605'0     614'6B    605'0     612'4     610'6   +10'0         126      600'6          27        2655
MAY20      ----      ----      ----      ----     609'6    +9'6           5      600'0           4          71
JLY20     600'0     608'0     593'4     603'6     604'0   +10'2          77      593'6          42        1465
SEP20      ----      ----      ----      ----     607'0    +9'2           2      597'6           2          24
DEC20     606'0     618'4     605'2     618'2A    615'6    +9'6          29      606'0          26         161
MAR21      ----      ----      ----      ----     617'6   +12'4           4      605'2           2          70
MAY21      ----      ----      ----      ----     617'6   +12'4                  605'2
JLY21      ----      ----      ----      ----     611'0   +10'6                  600'2                       2

WDF DEC18 Short-Dated New Crop Wheat Option CALL
3750       ----      ----      ----      ----     213'4    +9'6                  203'6
3800       ----      ----      ----      ----     208'4    +9'6                  198'6
3850       ----      ----      ----      ----     203'4    +9'6                  193'6
3900       ----      ----      ----      ----     198'4    +9'6                  188'6
3950       ----      ----      ----      ----     193'4    +9'6                  183'6
4000       ----      ----      ----      ----     188'4    +9'6                  178'6
4050       ----      ----      ----      ----     183'4    +9'6                  173'6
4100       ----      ----      ----      ----     178'4    +9'6                  168'6
4150       ----      ----      ----      ----     173'4    +9'6                  163'6
4200       ----      ----      ----      ----     168'4    +9'6                  158'6
4250       ----      ----      ----      ----     163'4    +9'6                  153'6
4300       ----      ----      ----      ----     158'4    +9'6                  148'6
4350       ----      ----      ----      ----     153'4    +9'5                  143'7
4400       ----      ----      ----      ----     148'4    +9'5                  138'7
4450       ----      ----      ----      ----     143'4    +9'4                  134'0
4500       ----      ----      ----      ----     138'5    +9'3                  129'2
4550       ----      ----      ----      ----     133'6    +9'3                  124'3
4600       ----      ----      ----      ----     128'7    +9'2                  119'5
4650       ----      ----      ----      ----     124'0    +9'1                  114'7
4700       ----      ----      ----      ----     119'1    +8'7                  110'2
4750       ----      ----      ----      ----     114'3    +8'6                  105'5
4800       ----      ----      ----      ----     109'6    +8'6                  101'0
4850       ----      ----      ----      ----     105'0    +8'4                   96'4
4900       ----      ----      ----      ----     100'3    +8'2                   92'1
4950       ----      ----      ----      ----      95'7    +8'1                   87'6
5000       ----      ----      ----      ----      91'3    +7'7                   83'4
5050       ----      ----      ----      ----      87'0    +7'5                   79'3
5100       ----      ----      ----      ----      82'5    +7'3                   75'2
5150       ----      ----      ----      ----      78'4    +7'2                   71'2
5200       ----      ----      ----      ----      74'2    +6'7                   67'3
5250       ----      ----      ----      ----      70'2    +6'5                   63'5
5300       ----      ----      ----      ----      66'2    +6'2                   60'0
5350       ----      ----      ----      ----      62'4    +6'0                   56'4
5400       ----      ----      ----      ----      58'6    +5'6                   53'0
5450       ----      ----      ----      ----      55'1    +5'3                   49'6
5500       ----      ----      ----      ----      51'6    +5'1                   46'5
5550       ----      ----      ----      ----      48'3    +4'6                   43'5
5600       ----      ----      ----      ----      45'1    +4'3                   40'6
5650       ----      ----      ----      ----      42'1    +4'1                   38'0
5700       ----      ----      ----      ----      39'2    +3'7                   35'3
5750       ----      ----      ----      ----      36'3    +3'4                   32'7
5800       ----      ----      ----      ----      33'6    +3'2                   30'4
5850       ----      ----      ----      ----      31'2    +2'7                   28'3
5900       ----      ----      ----      ----      29'0    +2'6                   26'2
5950       ----      ----      ----      ----      26'6    +2'4                   24'2
6000       ----      ----      ----      ----      24'5    +2'1                   22'4                       5
6050       ----      ----      ----      ----      22'6    +2'0                   20'6
6100       ----      ----      ----      ----      20'7    +1'5                   19'2
6150       ----      ----      ----      ----      19'2    +1'4                   17'6
6200       ----      ----      ----      ----      17'5    +1'2                   16'3                       5
6250       ----      ----      ----      ----      16'2    +1'1                   15'1
6300       ----      ----      ----      ----      14'7    +1'0                   13'7                       8
6350       ----      ----      ----      ----      13'5     +'7                   12'6
6400       ----      ----      ----      ----      12'3     +'5                   11'6
6450       ----      ----      ----      ----      11'3     +'4                   10'7
6500       10'0      11'0      10'0      ----      10'3     +'3           6       10'0
6550       ----      ----      ----      ----       9'4     +'2                    9'2
6600       ----      ----      ----      ----       8'5     +'1                    8'4
6650       ----      ----      ----      ----       7'7     +'1                    7'6
6700       ----      ----      ----      ----       7'1    UNCH                    7'1
6750       ----      ----      ----      ----       6'4     -'1                    6'5
6800       ----      ----      ----      ----       5'7     -'1                    6'0
6850       ----      ----      ----      ----       5'3     -'1                    5'4
6900       ----      ----      ----      ----       4'7     -'2                    5'1
6950       ----      ----      ----      ----       4'3     -'2                    4'5
7000       ----      ----      ----      ----       4'0     -'2                    4'2
7050       ----      ----      ----      ----       3'5     -'3                    4'0
7100       ----      ----      ----      ----       3'2     -'3                    3'5
7150       ----      ----      ----      ----       3'0     -'3                    3'3
7200       ----      ----      ----      ----       2'6     -'2                    3'0
7250       ----      ----      ----      ----       2'4     -'2                    2'6
7300       ----      ----      ----      ----       2'2     -'3                    2'5
7350       ----      ----      ----      ----       2'0     -'3                    2'3
7400       ----      ----      ----      ----       1'7     -'2                    2'1
7450       ----      ----      ----      ----       1'5     -'3                    2'0
7500       ----      ----      ----      ----       1'4     -'3                    1'7
7550       ----      ----      ----      ----       1'3     -'3                    1'6
7600       ----      ----      ----      ----       1'2     -'2                    1'4
WDF MAR19 Short-Dated New Crop Wheat Option CALL
3750       ----      ----      ----      ----     213'4    +9'6                  203'6
3800       ----      ----      ----      ----     208'4    +9'6                  198'6
3850       ----      ----      ----      ----     203'4    +9'6                  193'6
3900       ----      ----      ----      ----     198'4    +9'6                  188'6
3950       ----      ----      ----      ----     193'4    +9'6                  183'6
4000       ----      ----      ----      ----     188'4    +9'6                  178'6
4050       ----      ----      ----      ----     183'4    +9'6                  173'6
4100       ----      ----      ----      ----     178'4    +9'6                  168'6
4150       ----      ----      ----      ----     173'4    +9'6                  163'6
4200       ----      ----      ----      ----     168'4    +9'6                  158'6
4250       ----      ----      ----      ----     163'4    +9'6                  153'6
4300       ----      ----      ----      ----     158'4    +9'5                  148'7
4350       ----      ----      ----      ----     153'5    +9'5                  144'0
4400       ----      ----      ----      ----     148'6    +9'4                  139'2
4450       ----      ----      ----      ----     143'7    +9'4                  134'3
4500       ----      ----      ----      ----     139'1    +9'3                  129'6
4550       ----      ----      ----      ----     134'3    +9'3                  125'0
4600       ----      ----      ----      ----     129'5    +9'2                  120'3
4650       ----      ----      ----      ----     125'0    +9'1                  115'7
4700       ----      ----      ----      ----     120'3    +9'0                  111'3
4750       ----      ----      ----      ----     115'7    +8'7                  107'0
4800       ----      ----      ----      ----     111'4    +8'7                  102'5
4850       ----      ----      ----      ----     107'1    +8'6                   98'3
4900       ----      ----      ----      ----     102'6    +8'4                   94'2
4950       ----      ----      ----      ----      98'4    +8'3                   90'1
5000       ----      ----      ----      ----      94'3    +8'2                   86'1
5050       ----      ----      ----      ----      90'3    +8'1                   82'2
5100       ----      ----      ----      ----      86'3    +7'7                   78'4
5150       ----      ----      ----      ----      82'4    +7'6                   74'6
5200       ----      ----      ----      ----      78'6    +7'5                   71'1
5250       ----      ----      ----      ----      75'1    +7'4                   67'5
5300       ----      ----      ----      ----      71'4    +7'2                   64'2
5350       ----      ----      ----      ----      68'1    +7'1                   61'0
5400       ----      ----      ----      ----      64'6    +6'7                   57'7
5450       ----      ----      ----      ----      61'4    +6'5                   54'7
5500       ----      ----      ----      ----      58'3    +6'4                   51'7
5550       ----      ----      ----      ----      55'3    +6'2                   49'1
5600       ----      ----      ----      ----      52'4    +6'1                   46'3
5650       ----      ----      ----      ----      49'5    +5'7                   43'6
5700       ----      ----      ----      ----      47'0    +5'5                   41'3
5750       ----      ----      ----      ----      44'3    +5'3                   39'0
5800       ----      ----      ----      ----      42'0    +5'2                   36'6
5850       ----      ----      ----      ----      39'5    +5'0                   34'5
5900       ----      ----      ----      ----      37'3    +4'7                   32'4
